                  N2	                   H	                  O2	                   O	                  OH	                  H2	                 H2O	                  AR	                  HE	                 HO2	                H2O2	                  CO	                 CO2	                 HCO	                   C	                  CH	               TXCH2	                 CH3	                CH2O	                HCCO	                 C2H	               CH2CO	                C2H2	               SXCH2	               CH3OH	               CH2OH	                CH3O	                 CH4	               CH3O2	                C2H3	                C2H4	                C2H5	               HCCOH	              CH2CHO	              CH3CHO	                H2C2	               C2H5O	              NXC3H7	                C2H6	                C3H8	                C3H6	                C3H3	              PXC3H4	              AXC3H4	              SXC3H5	              NXC4H3	             C2H3CHO	              AXC3H5	                 C2O	                C4H4	                C3H2	               C3H2O	                C4H2	              IXC4H3	              TXC3H5	               C3H5O	                 C4H	                C8H2	                C6H2	                C4H6	              NXC4H5	              IXC4H5	             A1XC6H6	             C5H4CH2	            A1XXC6H5	              A1C2H2	              A1C2H3	               A1C2H	              A1C2HY	             A1C2H3Y	                C5H6	                C5H5	             TXC5H5O	               C5H4O	             SXC5H5O	                C9H8	                C9H7	               A1CH2	               C9H6O	              OXC6H4	               A1CH3	                A1OH	             HOA1CH3	              OA1CH3	              A1CH2O	             A1CH2OH	               A1CHO	           A1OXC6H5O	              A1CH3Y	              A1C2H4	              A1C2H5	              C8H9O2	             C8H8OOH	            OC8H7OOH	            A1CH3CH3	            A1CH3CH2	            A1CH3CHO	            A1CHOCH2	            A1CHOCHO	              OC6H4O
      3.83456604E-04	      2.50920972E-03	      3.87803624E-04	      5.92465804E-04	      5.80402707E-04	      1.34215326E-03	      5.97039624E-04	      3.81374126E-04	      1.09349001E-03	      3.84740421E-04	      3.81836330E-04	      3.80371276E-04	      3.29777876E-04	      3.83172315E-04	      5.53889395E-04	      6.36946017E-04	      4.53713721E-04	      4.42813165E-04	      3.79685604E-04	      4.92027113E-04	      3.47242805E-04	      3.14827787E-04	      3.43348417E-04	      4.53713721E-04	      3.69503040E-04	      3.65938332E-04	      3.65938332E-04	      4.39574308E-04	      3.37820240E-04	      3.39704563E-04	      3.48067491E-04	      3.15960683E-04	      3.14827787E-04	      3.13174664E-04	      3.11589016E-04	      3.43348417E-04	      2.76356872E-04	      2.42522512E-04	      3.13091524E-04	      2.41296429E-04	      2.43800722E-04	      2.61563258E-04	      2.60026886E-04	      2.60026886E-04	      2.45134512E-04	      2.23409761E-04	      2.31119101E-04	      2.45134512E-04	      3.30884799E-04	      2.22543544E-04	      3.11140896E-04	      2.44091378E-04	      2.24307316E-04	      2.23409761E-04	      2.45134512E-04	      2.38091151E-04	      2.25237962E-04	      1.79479725E-04	      2.09075832E-04	      2.20898706E-04	      2.21707032E-04	      2.21707032E-04	      2.02188385E-04	      2.02188385E-04	      2.02588963E-04	      1.66482861E-04	      1.66282917E-04	      1.77012099E-04	      1.77232397E-04	      1.66482861E-04	      2.12026578E-04	      2.12583667E-04	      2.10084004E-04	      2.10474368E-04	      1.78742906E-04	      1.58078527E-04	      1.58235180E-04	      1.81238435E-04	      1.56142830E-04	      2.02999331E-04	      1.80968745E-04	      1.71338016E-04	      1.77321832E-04	      1.77521353E-04	      1.77521353E-04	      1.77321832E-04	      1.77724435E-04	      1.71584096E-04	      1.81238435E-04	      1.66086573E-04	      1.65893731E-04	      1.61281226E-04	      1.61281226E-04	      1.59694283E-04	      1.65893731E-04	      1.66086573E-04	      1.63534131E-04	      1.63686713E-04	      1.61642129E-04	      1.93493846E-04
      3.80667011E-04	      2.35023368E-03	      3.85744082E-04	      5.76252776E-04	      5.65280251E-04	      1.27241864E-03	      5.81400081E-04	      3.80994946E-04	      1.03860855E-03	      3.82985054E-04	      3.80371276E-04	      3.77682240E-04	      3.31299026E-04	      3.80619019E-04	      5.38151685E-04	      6.16829843E-04	      4.43903444E-04	      4.33874153E-04	      3.77468008E-04	      4.88102443E-04	      3.44932707E-04	      3.16394060E-04	      3.41388217E-04	      4.43903444E-04	      3.68023740E-04	      3.64362920E-04	      3.64362920E-04	      4.31138732E-04	      3.39565794E-04	      3.38074844E-04	      3.46406267E-04	      3.15399263E-04	      3.16394060E-04	      3.14909163E-04	      3.13485663E-04	      3.41388217E-04	      2.78972351E-04	      2.45351613E-04	      3.12793773E-04	      2.44244252E-04	      2.46506691E-04	      2.63680042E-04	      2.62290908E-04	      2.62290908E-04	      2.47712679E-04	      2.27140887E-04	      2.35203708E-04	      2.47712679E-04	      3.31816561E-04	      2.26360792E-04	      3.12216258E-04	      2.47935484E-04	      2.27949567E-04	      2.27140887E-04	      2.47712679E-04	      2.42214573E-04	      2.28788449E-04	      1.85368623E-04	      2.14279296E-04	      2.24880452E-04	      2.25607780E-04	      2.25607780E-04	      2.07553001E-04	      2.07553001E-04	      2.07910813E-04	      1.72335616E-04	      1.72157397E-04	      1.82981741E-04	      1.83177931E-04	      1.72335616E-04	      2.16815266E-04	      2.17314372E-04	      2.15610499E-04	      2.15958599E-04	      1.84071289E-04	      1.64082240E-04	      1.64221721E-04	      1.86936605E-04	      1.62360372E-04	      2.08277466E-04	      1.86696028E-04	      1.77014963E-04	      1.83447635E-04	      1.83625116E-04	      1.83625116E-04	      1.83447635E-04	      1.83805793E-04	      1.77234625E-04	      1.86936605E-04	      1.71982416E-04	      1.71810584E-04	      1.67709110E-04	      1.67709110E-04	      1.66301895E-04	      1.71810584E-04	      1.71982416E-04	      1.69710341E-04	      1.69846023E-04	      1.68029425E-04	      1.99810233E-04
      3.33870019E-04	      2.24543425E-03	      3.35586006E-04	      5.18355632E-04	      5.06965447E-04	      1.21465121E-03	      5.19505018E-04	      3.27161174E-04	      9.78886884E-04	      3.32605923E-04	      3.29777876E-04	      3.31299026E-04	      2.83481502E-04	      3.33134790E-04	      4.91819542E-04	      5.60206233E-04	      4.03767886E-04	      3.93369395E-04	      3.29747686E-04	      4.16715522E-04	      3.04994939E-04	      2.71641917E-04	      3.01207751E-04	      4.03767886E-04	      3.20377741E-04	      3.17844736E-04	      3.17844736E-04	      3.89590564E-04	      2.89325379E-04	      2.97659952E-04	      3.04229316E-04	      2.76790488E-04	      2.71641917E-04	      2.70010212E-04	      2.68443933E-04	      3.01207751E-04	      2.38971049E-04	      2.11081195E-04	      2.73981832E-04	      2.09858514E-04	      2.12354903E-04	      2.27943304E-04	      2.26418837E-04	      2.26418837E-04	      2.13682973E-04	      1.93706932E-04	      1.99447033E-04	      2.13682973E-04	      2.85508349E-04	      1.92837096E-04	      2.69688405E-04	      2.10527332E-04	      1.94607674E-04	      1.93706932E-04	      2.13682973E-04	      2.05110839E-04	      1.95541031E-04	      1.53249383E-04	      1.79238846E-04	      1.91183897E-04	      1.91996578E-04	      1.91996578E-04	      1.73218869E-04	      1.73218869E-04	      1.73626467E-04	      1.42278955E-04	      1.42072866E-04	      1.51027426E-04	      1.51253949E-04	      1.42278955E-04	      1.82409159E-04	      1.82972829E-04	      1.79523647E-04	      1.79920684E-04	      1.53560736E-04	      1.34855494E-04	      1.35017592E-04	      1.55053849E-04	      1.32849663E-04	      1.74043871E-04	      1.54777371E-04	      1.46700016E-04	      1.51030429E-04	      1.51235830E-04	      1.51235830E-04	      1.51030429E-04	      1.51444846E-04	      1.46952851E-04	      1.55053849E-04	      1.41870437E-04	      1.41671572E-04	      1.36900192E-04	      1.36900192E-04	      1.35251704E-04	      1.41671572E-04	      1.41870437E-04	      1.39234311E-04	      1.39392140E-04	      1.37274585E-04	      1.64332628E-04
      3.83651755E-04	      2.39905590E-03	      3.88689050E-04	      5.83491714E-04	      5.72237848E-04	      1.29446925E-03	      5.88673182E-04	      3.83652393E-04	      1.05661908E-03	      3.85856298E-04	      3.83172315E-04	      3.80619019E-04	      3.33134790E-04	      3.83571394E-04	      5.44706421E-04	      6.25086536E-04	      4.48518767E-04	      4.38264978E-04	      3.80338561E-04	      4.92602955E-04	      3.47453049E-04	      3.18068078E-04	      3.43822845E-04	      4.48518767E-04	      3.70685540E-04	      3.66996737E-04	      3.66996737E-04	      4.35439472E-04	      3.41457310E-04	      3.40428767E-04	      3.48853952E-04	      3.17368610E-04	      3.18068078E-04	      3.16543467E-04	      3.15081750E-04	      3.43822845E-04	      2.80123251E-04	      2.46165603E-04	      3.14699442E-04	      2.45030621E-04	      2.47349374E-04	      2.64763824E-04	      2.63340104E-04	      2.63340104E-04	      2.48585195E-04	      2.27662214E-04	      2.35738503E-04	      2.48585195E-04	      3.33742875E-04	      2.26862355E-04	      3.13919032E-04	      2.48617556E-04	      2.28491316E-04	      2.27662214E-04	      2.48585195E-04	      2.42803802E-04	      2.29351311E-04	      1.85221619E-04	      2.14466196E-04	      2.25344334E-04	      2.26090205E-04	      2.26090205E-04	      2.07660481E-04	      2.07660481E-04	      2.08027864E-04	      1.72098824E-04	      1.71915849E-04	      1.82804066E-04	      1.83005555E-04	      1.72098824E-04	      2.17087582E-04	      2.17599798E-04	      2.15757716E-04	      2.16115278E-04	      1.84003736E-04	      1.63762824E-04	      1.63906040E-04	      1.86831682E-04	      1.61994555E-04	      2.08404306E-04	      1.86584672E-04	      1.76840071E-04	      1.83248561E-04	      1.83430877E-04	      1.83430877E-04	      1.83248561E-04	      1.83616471E-04	      1.77065548E-04	      1.86831682E-04	      1.71736192E-04	      1.71559764E-04	      1.67347075E-04	      1.67347075E-04	      1.65901008E-04	      1.71559764E-04	      1.71736192E-04	      1.69402940E-04	      1.69542300E-04	      1.67676183E-04	      1.99706389E-04
      5.42643250E-04	      2.73087239E-03	      5.58423582E-04	      7.86167949E-04	      7.76114658E-04	      1.48273164E-03	      8.05223282E-04	      5.64229812E-04	      1.26020188E-03	      5.56091872E-04	      5.53889395E-04	      5.38151685E-04	      4.91819542E-04	      5.44706421E-04	      7.06473767E-04	      8.23871939E-04	      5.87747189E-04	      5.78586821E-04	      5.42023369E-04	      7.35087962E-04	      4.83085912E-04	      4.66534307E-04	      4.80044008E-04	      5.87747189E-04	      5.31558693E-04	      5.24172192E-04	      5.24172192E-04	      5.79237007E-04	      5.07937347E-04	      4.77211587E-04	      4.91560975E-04	      4.47331724E-04	      4.66534307E-04	      4.65318830E-04	      4.64156009E-04	      4.80044008E-04	      4.11687108E-04	      3.58487163E-04	      4.45133650E-04	      3.57592850E-04	      3.59421936E-04	      3.82747590E-04	      3.81613409E-04	      3.81613409E-04	      3.60399989E-04	      3.36064999E-04	      3.51360494E-04	      3.60399989E-04	      4.88021630E-04	      3.35445068E-04	      4.55498815E-04	      3.70051499E-04	      3.36708686E-04	      3.36064999E-04	      3.60399989E-04	      3.62841096E-04	      3.37377525E-04	      2.85668910E-04	      3.25974040E-04	      3.34271392E-04	      3.34847600E-04	      3.34847600E-04	      3.16531021E-04	      3.16531021E-04	      3.16806656E-04	      2.65633313E-04	      2.65499196E-04	      2.82530013E-04	      2.82678148E-04	      2.65633313E-04	      3.27161720E-04	      3.27551005E-04	      3.30203587E-04	      3.30471562E-04	      2.80113701E-04	      2.54141079E-04	      2.54245297E-04	      2.86858103E-04	      2.52858316E-04	      3.17089345E-04	      2.86675315E-04	      2.71612770E-04	      2.84218958E-04	      2.84352596E-04	      2.84352596E-04	      2.84218958E-04	      2.84488707E-04	      2.71779131E-04	      2.86858103E-04	      2.65367585E-04	      2.65238410E-04	      2.62175001E-04	      2.62175001E-04	      2.61132888E-04	      2.65238410E-04	      2.65367585E-04	      2.63664928E-04	      2.63766277E-04	      2.62412856E-04	      3.10625145E-04
      6.22422845E-04	      3.37983799E-03	      6.42475246E-04	      9.29373049E-04	      9.16934776E-04	      1.77324032E-03	      9.55459862E-04	      6.50257868E-04	      1.51797160E-03	      6.39632174E-04	      6.36946017E-04	      6.16829843E-04	      5.60206233E-04	      6.25086536E-04	      8.23871939E-04	      9.75958443E-04	      6.75659135E-04	      6.64666436E-04	      6.21828699E-04	      8.69290042E-04	      5.48532030E-04	      5.29038049E-04	      5.44886682E-04	      6.75659135E-04	      6.08948935E-04	      5.99699807E-04	      5.99699807E-04	      6.65837457E-04	      5.80233595E-04	      5.41491213E-04	      5.59183505E-04	      5.05122645E-04	      5.29038049E-04	      5.27571277E-04	      5.26167818E-04	      5.44886682E-04	      4.62302130E-04	      3.98461936E-04	      5.02496356E-04	      3.97403741E-04	      3.99567822E-04	      4.27396736E-04	      4.26050399E-04	      4.26050399E-04	      4.00724712E-04	      3.71882674E-04	      3.90031933E-04	      4.00724712E-04	      5.55403990E-04	      3.71150746E-04	      5.15422624E-04	      4.12310866E-04	      3.72642554E-04	      3.71882674E-04	      4.00724712E-04	      4.03708455E-04	      3.73432024E-04	      3.12640545E-04	      3.59957054E-04	      3.69764784E-04	      3.70445253E-04	      3.70445253E-04	      3.48821306E-04	      3.48821306E-04	      3.49146902E-04	      2.89359366E-04	      2.89202379E-04	      3.08977532E-04	      3.09151590E-04	      2.89359366E-04	      3.61364471E-04	      3.61824585E-04	      3.64948863E-04	      3.65266445E-04	      3.06203171E-04	      2.76061533E-04	      2.76183283E-04	      3.14038237E-04	      2.74562678E-04	      3.49480808E-04	      3.13823429E-04	      2.96304116E-04	      3.10935792E-04	      3.11092941E-04	      3.11092941E-04	      3.10935792E-04	      3.11252993E-04	      2.96498977E-04	      3.14038237E-04	      2.89048320E-04	      2.88897106E-04	      2.85309425E-04	      2.85309425E-04	      2.84088237E-04	      2.88897106E-04	      2.89048320E-04	      2.87054733E-04	      2.87173426E-04	      2.85588100E-04	      3.41839965E-04
      4.47352983E-04	      2.26956276E-03	      4.57867294E-04	      6.42174523E-04	      6.33222849E-04	      1.25629713E-03	      6.53791509E-04	      4.59846245E-04	      1.05019511E-03	      4.55731814E-04	      4.53713721E-04	      4.43903444E-04	      4.03767886E-04	      4.48518767E-04	      5.87747189E-04	      6.75659135E-04	      4.92418925E-04	      4.84094636E-04	      4.46058810E-04	      5.86975656E-04	      4.02543138E-04	      3.84705581E-04	      3.99734766E-04	      4.92418925E-04	      4.37297409E-04	      4.31976383E-04	      4.31976383E-04	      4.83544375E-04	      4.15536785E-04	      3.97118051E-04	      4.07885939E-04	      3.73063473E-04	      3.84705581E-04	      3.83576958E-04	      3.82496879E-04	      3.99734766E-04	      3.41670364E-04	      3.00231083E-04	      3.71022223E-04	      2.99387119E-04	      3.01112944E-04	      3.19986819E-04	      3.18921312E-04	      3.18921312E-04	      3.02035326E-04	      2.81574920E-04	      2.93173412E-04	      3.02035326E-04	      4.01669440E-04	      2.80987034E-04	      3.76999147E-04	      3.08036280E-04	      2.82185184E-04	      2.81574920E-04	      3.02035326E-04	      3.02100218E-04	      2.82819132E-04	      2.39248937E-04	      2.71987141E-04	      2.79873630E-04	      2.80420312E-04	      2.80420312E-04	      2.64351245E-04	      2.64351245E-04	      2.64614185E-04	      2.23194258E-04	      2.23064912E-04	      2.36656097E-04	      2.36798487E-04	      2.23194258E-04	      2.73368869E-04	      2.73739159E-04	      2.74985661E-04	      2.75240746E-04	      2.35363936E-04	      2.13767111E-04	      2.13867900E-04	      2.40390811E-04	      2.12526059E-04	      2.64883819E-04	      2.40215341E-04	      2.28182459E-04	      2.37855734E-04	      2.37984185E-04	      2.37984185E-04	      2.37855734E-04	      2.38115005E-04	      2.28342629E-04	      2.40390811E-04	      2.22937974E-04	      2.22813375E-04	      2.19855835E-04	      2.19855835E-04	      2.18848546E-04	      2.22813375E-04	      2.22937974E-04	      2.21294917E-04	      2.21392762E-04	      2.20085656E-04	      2.58709408E-04
      4.37244537E-04	      2.26445568E-03	      4.47068023E-04	      6.30598384E-04	      6.21479992E-04	      1.25099320E-03	      6.41349624E-04	      4.48291241E-04	      1.04235340E-03	      4.44880708E-04	      4.42813165E-04	      4.33874153E-04	      3.93369395E-04	      4.38264978E-04	      5.78586821E-04	      6.64666436E-04	      4.84094636E-04	      4.75624678E-04	      4.35747139E-04	      5.72123239E-04	      3.93799921E-04	      3.74910647E-04	      3.90928744E-04	      4.84094636E-04	      4.26979128E-04	      4.21884659E-04	      4.21884659E-04	      4.74817007E-04	      4.04664024E-04	      3.88252683E-04	      3.98665747E-04	      3.64530636E-04	      3.74910647E-04	      3.73752447E-04	      3.72643894E-04	      3.90928744E-04	      3.32820613E-04	      2.92539433E-04	      3.62441333E-04	      2.91673214E-04	      2.93444410E-04	      3.11994356E-04	      3.10901459E-04	      3.10901459E-04	      2.94390820E-04	      2.74069456E-04	      2.85203582E-04	      2.94390820E-04	      3.91571519E-04	      2.73465435E-04	      3.67648958E-04	      2.99725314E-04	      2.74696394E-04	      2.74069456E-04	      2.94390820E-04	      2.93858176E-04	      2.75347585E-04	      2.32125652E-04	      2.64209454E-04	      2.72321280E-04	      2.72883093E-04	      2.72883093E-04	      2.56728345E-04	      2.56728345E-04	      2.56999084E-04	      2.16507473E-04	      2.16374130E-04	      2.29574499E-04	      2.29721279E-04	      2.16507473E-04	      2.65701178E-04	      2.66082139E-04	      2.67010796E-04	      2.67273492E-04	      2.28538141E-04	      2.07274299E-04	      2.07378243E-04	      2.33302393E-04	      2.05994133E-04	      2.57276699E-04	      2.33121588E-04	      2.21425034E-04	      2.30689434E-04	      2.30821873E-04	      2.30821873E-04	      2.30689434E-04	      2.30956749E-04	      2.21590089E-04	      2.33302393E-04	      2.16243264E-04	      2.16114806E-04	      2.13064303E-04	      2.13064303E-04	      2.12024752E-04	      2.16114806E-04	      2.16243264E-04	      2.14548944E-04	      2.14649864E-04	      2.13301441E-04	      2.50915165E-04
      3.80475058E-04	      2.39770365E-03	      3.85252271E-04	      5.80000288E-04	      5.68677333E-04	      1.29305699E-03	      5.84876041E-04	      3.79903890E-04	      1.05446826E-03	      3.82394060E-04	      3.79685604E-04	      3.77468008E-04	      3.29747686E-04	      3.80338561E-04	      5.42023369E-04	      6.21828699E-04	      4.46058810E-04	      4.35747139E-04	      3.77078012E-04	      4.87735770E-04	      3.44741674E-04	      3.14893701E-04	      3.41082614E-04	      4.46058810E-04	      3.67405894E-04	      3.63799304E-04	      3.63799304E-04	      4.32829525E-04	      3.37894090E-04	      3.37660993E-04	      3.45963701E-04	      3.14691808E-04	      3.14893701E-04	      3.13353645E-04	      3.11876978E-04	      3.41082614E-04	      2.77248380E-04	      2.43684002E-04	      3.11999740E-04	      2.42537408E-04	      2.44879771E-04	      2.62201730E-04	      2.60764021E-04	      2.60764021E-04	      2.46127991E-04	      2.25212322E-04	      2.33116540E-04	      2.46127991E-04	      3.30479534E-04	      2.24403731E-04	      3.10915357E-04	      2.45887278E-04	      2.26050409E-04	      2.25212322E-04	      2.46127991E-04	      2.40086797E-04	      2.26919656E-04	      1.82806586E-04	      2.11863766E-04	      2.22868964E-04	      2.23623091E-04	      2.23623091E-04	      2.05103251E-04	      2.05103251E-04	      2.05475206E-04	      1.69829409E-04	      1.69643986E-04	      1.80398732E-04	      1.80602905E-04	      1.69829409E-04	      2.14540411E-04	      2.15058694E-04	      2.13073871E-04	      2.13435929E-04	      1.81714885E-04	      1.61548476E-04	      1.61693654E-04	      1.84437732E-04	      1.59755700E-04	      2.05856316E-04	      1.84187512E-04	      1.74556558E-04	      1.80807175E-04	      1.80991950E-04	      1.80991950E-04	      1.80807175E-04	      1.81180042E-04	      1.74784981E-04	      1.84437732E-04	      1.69461921E-04	      1.69283123E-04	      1.65012322E-04	      1.65012322E-04	      1.63545613E-04	      1.69283123E-04	      1.69461921E-04	      1.67096915E-04	      1.67238197E-04	      1.65346077E-04	      1.97045959E-04
      4.92686196E-04	      3.66801666E-03	      5.00428901E-04	      8.05451026E-04	      7.88092460E-04	      1.84963545E-03	      8.16847291E-04	      4.92569137E-04	      1.53123474E-03	      4.96117489E-04	      4.92027113E-04	      4.88102443E-04	      4.16715522E-04	      4.92602955E-04	      7.35087962E-04	      8.69290042E-04	      5.86975656E-04	      5.72123239E-04	      4.87735770E-04	      6.65194509E-04	      4.38559838E-04	      3.94876087E-04	      4.33254808E-04	      5.86975656E-04	      4.73183320E-04	      4.67656146E-04	      4.67656146E-04	      5.68518219E-04	      4.28753814E-04	      4.28286699E-04	      4.40681802E-04	      3.94706647E-04	      3.94876087E-04	      3.92585707E-04	      3.90387614E-04	      4.33254808E-04	      3.40402928E-04	      2.93497437E-04	      3.90814550E-04	      2.91856533E-04	      2.95207172E-04	      3.19473706E-04	      3.17407922E-04	      3.17407922E-04	      2.96990253E-04	      2.67734762E-04	      2.78215848E-04	      2.96990253E-04	      4.17900927E-04	      2.66577774E-04	      3.89177880E-04	      2.95903110E-04	      2.68933066E-04	      2.67734762E-04	      2.96990253E-04	      2.87725031E-04	      2.70174976E-04	      2.09287089E-04	      2.48517899E-04	      2.64379364E-04	      2.65459970E-04	      2.65459970E-04	      2.39316421E-04	      2.39316421E-04	      2.39854565E-04	      1.92423932E-04	      1.92158729E-04	      2.06045150E-04	      2.06339264E-04	      1.92423932E-04	      2.52490767E-04	      2.53238428E-04	      2.49834651E-04	      2.50362355E-04	      2.08465027E-04	      1.81559315E-04	      1.81766630E-04	      2.11634303E-04	      1.78995001E-04	      2.40405713E-04	      2.11274582E-04	      1.98756684E-04	      2.06402534E-04	      2.06669460E-04	      2.06669460E-04	      2.06402534E-04	      2.06941104E-04	      1.99083088E-04	      2.11634303E-04	      1.91898255E-04	      1.91642383E-04	      1.85508674E-04	      1.85508674E-04	      1.83392043E-04	      1.91642383E-04	      1.91898255E-04	      1.88507906E-04	      1.88710802E-04	      1.85989574E-04	      2.27598776E-04
      3.47499436E-04	      2.02305365E-03	      3.51848799E-04	      5.13806751E-04	      5.04433234E-04	      1.11896562E-03	      5.17642978E-04	      3.47818041E-04	      9.10011064E-04	      3.49483054E-04	      3.47242805E-04	      3.44932707E-04	      3.04994939E-04	      3.47453049E-04	      4.83085912E-04	      5.48532030E-04	      4.02543138E-04	      3.93799921E-04	      3.44741674E-04	      4.38559838E-04	      3.16656247E-04	      2.92003282E-04	      3.13576383E-04	      4.02543138E-04	      3.36616568E-04	      3.33458097E-04	      3.33458097E-04	      3.91324694E-04	      3.12204068E-04	      3.10698909E-04	      3.17928612E-04	      2.90963203E-04	      2.92003282E-04	      2.90724506E-04	      2.89498986E-04	      3.13576383E-04	      2.59279325E-04	      2.29502740E-04	      2.88697602E-04	      2.28536815E-04	      2.30510601E-04	      2.45679314E-04	      2.44469197E-04	      2.44469197E-04	      2.31563220E-04	      2.13411048E-04	      2.20691441E-04	      2.31563220E-04	      3.05387964E-04	      2.12730556E-04	      2.88299406E-04	      2.31989537E-04	      2.14116652E-04	      2.13411048E-04	      2.31563220E-04	      2.26951685E-04	      2.14848796E-04	      1.76347280E-04	      2.02214198E-04	      2.11439690E-04	      2.12073848E-04	      2.12073848E-04	      1.96212633E-04	      1.96212633E-04	      1.96523643E-04	      1.64526517E-04	      1.64370957E-04	      1.74210291E-04	      1.74381113E-04	      1.64526517E-04	      2.04391045E-04	      2.04825256E-04	      2.03486682E-04	      2.03788501E-04	      1.75020250E-04	      1.57067784E-04	      1.57189612E-04	      1.77712914E-04	      1.55564593E-04	      1.96842383E-04	      1.77503321E-04	      1.68722717E-04	      1.74675533E-04	      1.74829924E-04	      1.74829924E-04	      1.74675533E-04	      1.74987108E-04	      1.68914491E-04	      1.77712914E-04	      1.64218237E-04	      1.64068278E-04	      1.60492815E-04	      1.60492815E-04	      1.59267861E-04	      1.64068278E-04	      1.64218237E-04	      1.62236439E-04	      1.62354722E-04	      1.60771774E-04	      1.89493562E-04
